timestamp,open,high,low,close,volume
2022-12-02 00:00:00+00:00,16978.00,17046.45,16951.46,17037.82,10772.39
2022-12-02 01:00:00+00:00,17037.82,17048.99,16869.57,16925.79,11946.92
2022-12-02 02:00:00+00:00,16925.25,16942.22,16857.89,16920.59,10805.05
2022-12-02 03:00:00+00:00,16920.59,16930.35,16890.05,16902.03,5728.58
2022-12-02 04:00:00+00:00,16902.03,16934.10,16879.08,16927.78,6408.52
2022-12-02 05:00:00+00:00,16927.78,16944.84,16922.73,16934.84,4958.87
2022-12-02 06:00:00+00:00,16935.46,16953.55,16907.21,16910.53,5383.49
2022-12-02 07:00:00+00:00,16910.82,16973.72,16906.99,16955.82,7343.94
2022-12-02 08:00:00+00:00,16955.42,16972.00,16936.15,16964.56,5905.38
2022-12-02 09:00:00+00:00,16964.56,16989.57,16956.00,16962.17,6427.60
2022-12-02 10:00:00+00:00,16962.17,16976.15,16946.13,16969.21,6323.81
2022-12-02 11:00:00+00:00,16969.21,17065.00,16954.45,16996.92,13932.95
2022-12-02 12:00:00+00:00,16996.92,17047.28,16985.79,17031.50,8840.90
2022-12-02 13:00:00+00:00,17031.50,17105.73,16787.85,16889.18,26581.99
2022-12-02 14:00:00+00:00,16889.18,16989.23,16853.52,16909.54,12697.70
2022-12-02 15:00:00+00:00,16909.01,16979.87,16892.59,16938.94,8556.41
2022-12-02 16:00:00+00:00,16938.94,16948.75,16902.10,16936.51,7018.72
2022-12-02 17:00:00+00:00,16936.75,16973.43,16930.21,16936.33,6043.22
2022-12-02 18:00:00+00:00,16935.68,16967.55,16933.08,16953.93,4565.81
2022-12-02 19:00:00+00:00,16954.63,16997.19,16930.03,16987.01,5889.85
2022-12-02 20:00:00+00:00,16987.01,17057.42,16977.49,17029.59,7148.03
2022-12-02 21:00:00+00:00,17029.59,17050.64,16994.59,17012.38,6011.03
2022-12-02 22:00:00+00:00,17012.38,17079.00,17010.14,17041.94,5389.57
2022-12-02 23:00:00+00:00,17041.26,17099.00,17041.18,17092.74,7691.48
2022-12-03 00:00:00+00:00,17092.13,17188.98,17038.00,17047.93,10277.29
2022-12-03 01:00:00+00:00,17047.93,17056.25,17012.34,17051.11,6536.56
2022-12-03 02:00:00+00:00,17051.11,17058.95,17012.65,17028.46,5758.12
2022-12-03 03:00:00+00:00,17028.46,17032.52,17011.00,17020.89,5561.03
2022-12-03 04:00:00+00:00,17021.16,17036.24,17008.41,17015.45,5713.75
2022-12-03 05:00:00+00:00,17015.45,17026.47,17011.00,17016.31,4728.23
2022-12-03 06:00:00+00:00,17016.31,17018.49,16943.73,16976.72,8393.03
2022-12-03 07:00:00+00:00,16976.11,16984.33,16925.55,16964.51,6985.42
2022-12-03 08:00:00+00:00,16964.51,16967.38,16918.00,16947.09,7254.25
2022-12-03 09:00:00+00:00,16947.09,16987.00,16929.81,16979.13,6663.92
2022-12-03 10:00:00+00:00,16979.13,16984.50,16951.47,16963.51,5058.47
2022-12-03 11:00:00+00:00,16963.51,16965.66,16880.88,16943.43,10092.94
2022-12-03 12:00:00+00:00,16943.43,16968.99,16930.42,16965.71,6800.77
2022-12-03 13:00:00+00:00,16966.19,16966.64,16942.56,16952.53,6445.50
2022-12-03 14:00:00+00:00,16953.24,16955.31,16921.07,16947.15,6735.84
2022-12-03 15:00:00+00:00,16947.15,16983.77,16940.54,16961.49,6109.86
2022-12-03 16:00:00+00:00,16961.04,16967.54,16945.01,16954.60,4502.38
2022-12-03 17:00:00+00:00,16954.60,16982.01,16938.88,16971.08,6042.19
2022-12-03 18:00:00+00:00,16971.08,16983.65,16950.52,16969.45,3528.55
2022-12-03 19:00:00+00:00,16969.36,16972.93,16937.84,16953.40,4184.58
2022-12-03 20:00:00+00:00,16953.88,16959.61,16911.94,16934.23,4195.87
2022-12-03 21:00:00+00:00,16934.16,16952.12,16875.00,16947.76,8390.14
2022-12-03 22:00:00+00:00,16947.76,16952.36,16858.74,16901.27,8065.13
2022-12-03 23:00:00+00:00,16901.27,16917.01,16870.69,16885.20,6518.77
2022-12-04 00:00:00+00:00,16885.20,16967.53,16878.25,16948.14,8391.07
2022-12-04 01:00:00+00:00,16948.56,17049.45,16935.00,16967.26,9367.09
2022-12-04 02:00:00+00:00,16967.26,16986.85,16945.61,16973.96,4720.47
2022-12-04 03:00:00+00:00,16973.70,16979.28,16948.00,16959.64,5203.89
2022-12-04 04:00:00+00:00,16959.64,17020.90,16958.15,17007.70,7350.96
2022-12-04 05:00:00+00:00,17007.70,17068.00,17000.11,17015.09,9863.01
2022-12-04 06:00:00+00:00,17015.68,17047.00,16993.00,16999.02,7027.89
2022-12-04 07:00:00+00:00,16999.02,17016.22,16989.00,16996.39,5915.37
2022-12-04 08:00:00+00:00,16996.39,17050.00,16976.05,17012.10,7408.41
2022-12-04 09:00:00+00:00,17012.10,17033.77,17000.00,17000.65,4930.56
2022-12-04 10:00:00+00:00,17000.17,17008.99,16991.54,17001.95,5842.89
2022-12-04 11:00:00+00:00,17001.43,17006.23,16905.01,16948.64,8543.20
2022-12-04 12:00:00+00:00,16948.64,16962.89,16926.54,16956.92,6501.11
2022-12-04 13:00:00+00:00,16957.33,16959.00,16915.00,16946.81,5984.65
2022-12-04 14:00:00+00:00,16946.66,17014.18,16930.89,17006.96,9953.43
2022-12-04 15:00:00+00:00,17007.72,17067.45,17006.99,17029.88,11022.03
2022-12-04 16:00:00+00:00,17029.88,17100.00,17003.79,17016.60,8742.87
2022-12-04 17:00:00+00:00,17016.60,17058.64,16972.36,17052.24,6213.81
