time,open,high,low,close,volume
2025-01-01 00:00:00,50459.778515733626,50731.713595703615,50395.41305663131,50546.71415301123,240.3950683025824
2025-01-01 01:00:00,50482.99479079952,50472.13850986147,50238.95939667737,50457.48474498692,737.2653200164409
2025-01-01 02:00:00,49985.19940968181,50079.65960508755,49988.28983217269,50034.17229640241,572.280788469014
2025-01-01 03:00:00,50655.451282042566,50736.47802161062,50553.416834371346,50627.13732273729,225.54447458683765
2025-01-01 04:00:00,49683.6325815718,49871.81772117385,49563.00596231075,49758.35126878475,562.8109945722504
2025-01-01 05:00:00,48428.65881587524,48546.00366716615,48391.389935608226,48402.63154666861,253.47171131856237
2025-01-01 06:00:00,47779.1199512758,48033.35406696492,47764.23472964814,47869.584314199004,545.6592191001432
2025-01-01 07:00:00,47580.73230371315,47646.37976181486,47421.596842880055,47638.18872752012,696.2700559185838
2025-01-01 08:00:00,47997.254471028355,48015.72021251199,47840.56596750905,47884.82458339054,797.6195410250031
2025-01-01 09:00:00,46078.48458335926,46272.28774088713,45849.8796307803,46055.94020550804,929.6868115208051
2025-01-01 10:00:00,46071.072519898866,46084.85731188782,45933.066206431504,45995.4703381427,421.07799402423035
2025-01-01 11:00:00,45682.31311002768,45828.76179199698,45640.296672555975,45764.4776864972,821.9772826786357
2025-01-01 12:00:00,45237.40263070059,45191.910269270564,45006.40631752166,45190.66252861368,756.1064512368886
2025-01-01 13:00:00,45756.290978595796,45965.27163679332,45771.74228643388,45788.694326057535,204.28215357261675
2025-01-01 14:00:00,46094.24107831032,46214.180030025236,46123.183193719,46137.84542042237,392.66498982407234
2025-01-01 15:00:00,47175.332232616915,47255.938793610796,46934.07993591267,47084.174271359145,524.9934326457544
2025-01-01 16:00:00,47536.12162395449,47652.384315977135,47338.58090945199,47471.805118153396,544.4160367279517
2025-01-01 17:00:00,46795.47164209779,47029.375499031536,46806.5040820021,46906.77693790184,197.102284293974
2025-01-01 18:00:00,47131.19581300769,47109.2748742546,46915.741671833406,47035.34566309867,324.36300623398745
2025-01-01 19:00:00,46737.64000247941,46897.13459375449,46624.299594809876,46801.10272706238,169.2819188459137
2025-01-01 20:00:00,46121.87963993809,46305.39009112828,45904.90005498598,46091.13598652591,884.3145311689459
2025-01-01 21:00:00,45764.34614469879,45858.23346925295,45632.0884262652,45674.69607995139,585.4080177240857
2025-01-01 22:00:00,45150.72855907534,45130.425044557705,44982.78147631802,45079.04954213459,874.6575249307091
2025-01-01 23:00:00,44810.20283602882,44830.27290426369,44714.23390351185,44828.714628885464,299.8970294236572
2025-01-02 00:00:00,44570.461458319376,44776.384180913024,44494.254565658666,44566.27431830325,732.7170630056601
2025-01-02 01:00:00,43997.24777062751,43975.559386780675,43682.46489662562,43895.75041543216,326.60406624282774
2025-01-02 02:00:00,42278.276393273605,42315.30797634213,42247.334804994134,42255.12811842595,552.4111209059754
2025-01-02 03:00:00,42361.27345573565,42285.8576174098,42216.07743910208,42274.976302463925,315.6057016002752
2025-01-02 04:00:00,42324.29875015447,42496.30794541491,42236.722445333166,42287.90249393227,785.4576537958458
2025-01-02 05:00:00,41314.44114078989,41390.8933236565,41191.242768818935,41341.771538393106,669.0752475342215
2025-01-02 06:00:00,41830.82933524666,41887.248965246305,41693.4838719183,41868.34754788302,267.8666593598688
2025-01-02 07:00:00,43783.26830393589,43753.34947086372,43615.18966598497,43744.43104402346,114.92904603507054
2025-01-02 08:00:00,42472.02657446684,42568.39598774106,42394.524523332795,42431.51768441226,448.0618116704837
2025-01-02 09:00:00,42498.33488752517,42731.33944984415,42502.88852765637,42532.13382365623,202.12616911653015
2025-01-02 10:00:00,43273.092830813766,43443.470871291676,43146.56994574849,43266.67842062019,317.6670618104065
2025-01-02 11:00:00,42329.41486542864,42264.50244406837,42055.32322112971,42244.836887869526,669.7913115459412
2025-01-02 12:00:00,41321.80716902348,41391.6853744716,41056.99305999456,41241.98610436982,801.8879912718614
2025-01-02 13:00:00,40126.060440752124,40323.09232695621,40177.15338942975,40194.06302470929,908.6987696743713
2025-01-02 14:00:00,40479.71380333654,40470.8767647453,40437.31316633128,40469.85255698549,722.7056779234239
2025-01-02 15:00:00,39974.49231795086,40062.299482201175,39887.350723918855,39932.128478314466,313.52417874712006
2025-01-02 16:00:00,40929.59411651831,41030.20572395286,40723.7093609016,40897.364357099395,611.4777430019244
2025-01-02 17:00:00,40219.71387969568,40285.84684877479,40192.95280853183,40266.986845555315,319.59067904117524
2025-01-02 18:00:00,40304.4844035534,40424.663547127486,40118.159384693994,40245.16076202592,552.3733837946729
2025-01-02 19:00:00,40498.19552175684,40676.99635271014,40460.117655295675,40560.00024420351,750.2069037353548
2025-01-02 20:00:00,39814.268898059556,39918.6830523695,39542.34549842248,39731.85224479023,433.14283022989997
2025-01-02 21:00:00,40140.55573284411,40158.07785154444,39968.59151004643,40154.97455132761,969.9893371393026
2025-01-02 22:00:00,39449.76983577175,39683.23354733409,39452.453945926034,39515.069921893715,601.1211362125151
2025-01-02 23:00:00,38370.835933043396,38536.9414232408,38223.90964820305,38357.399111726634,187.45884439369166
2025-01-03 00:00:00,38478.27804223789,38609.04412009777,38298.03396034654,38440.41121174267,732.2356755883983
2025-01-03 01:00:00,37658.286751071246,37667.7112220174,37544.93120527567,37600.12665792607,829.1020552112627
2025-01-03 02:00:00,38063.4429463038,38176.81999570754,37901.46941421689,38025.04394938358,816.2134024924909
2025-01-03 03:00:00,40967.57349191082,41175.49495568623,40923.79737495046,40993.07467847936,184.58374585678212
2025-01-03 04:00:00,40592.766175437464,40730.73739386638,40525.88196167194,40636.136869910435,631.7499345121097
2025-01-03 05:00:00,40809.033061132286,40749.52738776342,40735.70553656028,40743.31398146452,424.1715772701366
2025-01-03 06:00:00,40861.52896127727,40993.655881242914,40792.37010658877,40836.4369154608,176.8127184943912
2025-01-03 07:00:00,40005.17464427097,40007.38380114699,39890.78513557581,39997.04821967871,673.6869113483859
2025-01-03 08:00:00,38405.328063951994,38569.79429610992,38365.0278723801,38417.050754093005,170.61074320803937
2025-01-03 09:00:00,38663.570329256596,38603.62083461021,38412.94327927936,38598.728302323434,726.3767854843281
2025-01-03 10:00:00,37720.01059965747,37740.22550706128,37663.54452241193,37710.72873266174,743.1363304300561
2025-01-03 11:00:00,37581.43224658935,37619.92806581089,37443.671531879314,37496.153754083636,764.1072250261917
2025-01-03 12:00:00,39096.92838940962,39207.18828890861,39076.64130550049,39125.10380890506,782.0614994179322
2025-01-03 13:00:00,39881.39890398478,39975.01181503898,39948.93676632506,39972.135122677006,136.65592208707312
2025-01-03 14:00:00,40365.223254536424,40462.62013520084,40347.16914437738,40366.91546083829,526.1245937025092
2025-01-03 15:00:00,41011.85101246387,41068.20880268428,40943.663656551405,41032.674123256504,654.2650882469948
2025-01-03 16:00:00,40713.221182867244,40788.83999230615,40585.18088886849,40712.5827569323,870.8408570694901
2025-01-03 17:00:00,40772.018800721286,40994.32136023868,40826.463770480885,40859.75107113821,678.177350385684
2025-01-03 18:00:00,40934.75125190733,41150.200857160955,40839.802380860914,40957.652738548124,678.9593965981179
2025-01-03 19:00:00,40772.78010037932,40776.195046307424,40571.992997877605,40682.97958137257,447.49237402069684
2025-01-03 20:00:00,41022.911465445555,40966.87098171486,40886.98036989133,40952.294289305864,120.94474216224327
2025-01-03 21:00:00,40405.93750380705,40648.088666552816,40426.1751495179,40483.22710380512,727.0634488277356
2025-01-03 22:00:00,41207.12681100367,41403.700515989774,41086.358136123854,41252.08445210331,259.69558940175057
2025-01-03 23:00:00,41648.76622270825,41702.79992528439,41379.26415632333,41546.87145230127,471.3559092202838
2025-01-04 00:00:00,42726.50956638799,42722.754395156975,42451.59354519279,42650.07790744236,486.0946246375165
2025-01-04 01:00:00,42104.39938629328,42346.505849973066,42028.95295489864,42188.11666891656,912.29761601161
